outcome,feature_set,model,fpr,tpr,threshold,auc
high_debt_burden,app,"Logistic (app, calibrated)",0.0044943820224719105,0.008616780045351474,0.713819577373378,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0044943820224719105,0.009523809523809525,0.7134600422960519,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.004815409309791332,0.009523809523809525,0.7084955575521613,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.004815409309791332,0.010884353741496598,0.7056292517006802,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.005136436597110754,0.010884353741496598,0.7042532613585245,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.005457463884430177,0.012244897959183673,0.7041666666666666,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.005778491171749599,0.012244897959183673,0.7032428645560315,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.006099518459069021,0.012698412698412698,0.7018288908854947,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.006099518459069021,0.013151927437641724,0.7016701607267646,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.006420545746388443,0.013151927437641724,0.698697705802969,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.006741573033707865,0.014058956916099773,0.6960460577673693,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.007383627608346709,0.015873015873015872,0.695203081232493,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.007383627608346709,0.017233560090702947,0.6866033269757204,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.007383627608346709,0.018140589569160998,0.6859992931045563,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.007383627608346709,0.018594104308390022,0.680102317962298,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0077046548956661316,0.018594104308390022,0.6799025347844055,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0077046548956661316,0.019954648526077097,0.6698244663663492,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.008025682182985553,0.02040816326530612,0.6675340136054422,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.009309791332263243,0.021768707482993196,0.6649699110413396,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.009630818619582664,0.021768707482993196,0.6638673950164554,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.009630818619582664,0.022222222222222223,0.6636365777080062,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.009951845906902087,0.022222222222222223,0.6633167177667114,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.009951845906902087,0.025396825396825397,0.6578800957400758,0.6700771994190935
